x0=0mm,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],k,L1[nH],L2[nH],Bleak [T],PrimaryWinding[m3],PrimaryWinding[cm3],PrimaryCore[m3],PrimaryCore[cm3],x0=100mm,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],k,L1[nH],L2[nH],Bleak[T],PrimaryWinding[m3],PrimaryWinding[cm3],PrimaryCore[m3],PrimaryCore[cm3],w[rad/s],kdiff[%],P_0mm[W],P_100mm[W],Pout[W],Bleak[uT]
35,31.63012123,35.65164948,1062.496948,18.06788063,76.10218811,21.38183022,539.0426025,0.272343816,42743.93087,30898.99381,2.34E-05,0.000106102,1.06E+02,0.005644499,5644.498823,35,31.63012123,35.65164948,1062.496948,18.06788063,76.10218811,21.38183022,539.0426025,0.254433191,43156.39668,30876.94723,3.78E-05,0.000106102,1.06E+02,0.005644499,5644.498823,534070.7511,6.576475712,5960.822573,5593.618067,5593.618067,378.05468256
48,31.71705246,35.75580978,1063.613403,34.43955994,76.10133362,24.55830193,527.1453857,0.271130816,41679.00442,30918.90559,2.38E-05,0.000108611,1.09E+02,0.005656367,5656.367355,48,31.71705246,35.75580978,1063.613403,34.43955994,76.10133362,24.55830193,527.1453857,0.254525178,42062.62059,30908.76498,3.88E-05,0.000108611,1.09E+02,0.005656367,5656.367355,534070.7511,6.124585194,5895.054696,5558.504642,5558.504642,387.98804278
6,32.15301514,35.76738739,1063.669067,67.05643463,76.10449219,68.89353943,129.9510498,0.30095882,18168.26634,30777.31012,1.33E-05,6.80E-05,6.80E+01,0.005656959,5656.95942,6,32.15301514,35.76738739,1063.669067,67.05643463,76.10449219,68.89353943,129.9510498,0.268641445,18339.03112,30777.72917,1.92E-05,6.80E-05,6.80E+01,0.005656959,5656.95942,534070.7511,10.73813863,4371.061001,3920.010342,3920.010342,192.10451595
7,32.16560745,31.7008667,983.9203491,57.03041077,59.80516052,31.90145302,268.0482178,0.315927632,24171.42025,30733.4887,1.26E-05,7.54E-05,7.54E+01,0.004840496,4840.496267,7,32.16560745,31.7008667,983.9203491,57.03041077,59.80516052,31.90145302,268.0482178,0.277067994,24413.64521,30723.06939,1.78E-05,7.54E-05,7.54E+01,0.004840496,4840.496267,534070.7511,12.30017054,4689.281611,4132.345864,4132.345864,177.57985632
57,32.25413513,30.84321976,1019.003601,59.26160812,62.56999207,59.06038666,457.0878906,0.274532076,37586.23434,30937.73621,2.36E-05,0.000109388,1.09E+02,0.005191842,5191.841694,57,32.25413513,30.84321976,1019.003601,59.26160812,62.56999207,59.06038666,457.0878906,0.257971116,37943.54508,30933.42157,3.76E-05,0.000109388,1.09E+02,0.005191842,5191.841694,534070.7511,6.032431708,4973.884235,4695.673796,4695.673796,376.28219152
89,32.48204803,35.16292572,1063.674072,74.60064697,75.18782806,26.27959824,539.2475586,0.246663851,43172.90197,30998.71542,2.97E-05,0.000119269,1.19E+02,0.005657013,5657.012657,89,32.48204803,35.16292572,1063.674072,74.60064697,75.18782806,26.27959824,539.2475586,0.23636412,43477.75574,30988.84287,5.06E-05,0.000119269,1.19E+02,0.005657013,5657.012657,534070.7511,4.175614301,5504.402433,5292.306543,5292.306543,505.71628692
68,32.57123184,35.50885391,1062.786377,54.60794449,73.60507965,37.74542618,534.9849854,0.25424212,42292.92161,30979.4913,2.83E-05,0.000116585,1.17E+02,0.005647574,5647.574416,68,32.57123184,35.50885391,1062.786377,54.60794449,73.60507965,37.74542618,534.9849854,0.242867861,42613.49083,30959.19833,4.73E-05,0.000116585,1.17E+02,0.005647574,5647.574416,534070.7511,4.473790046,5684.44566,5448.890633,5448.890633,472.80981159
11,33.03406143,27.79657555,1057.501953,46.21066666,61.49349213,56.93848419,290.8463745,0.318264872,26422.19855,30854.83639,1.43E-05,8.20E-05,8.20E+01,0.005591552,5591.551903,11,33.03406143,27.79657555,1057.501953,46.21066666,61.49349213,56.93848419,290.8463745,0.284243591,26721.82798,30832.11682,2.20E-05,8.20E-05,8.20E+01,0.005591552,5591.551903,534070.7511,10.68961232,4456.427733,4001.082407,4001.082407,220.03125205
50,33.03762817,35.44137573,1051.952393,31.42990303,75.39827728,28.0414772,538.2990112,0.266097904,42245.82835,30928.03996,2.51E-05,0.000110218,1.10E+02,0.005533019,5533.019186,50,33.03762817,35.44137573,1051.952393,31.42990303,75.39827728,28.0414772,538.2990112,0.251013532,42626.82886,30898.49726,4.08E-05,0.000110218,1.10E+02,0.005533019,5533.019186,534070.7511,5.668730167,6014.891457,5696.728909,5696.728909,408.42597570
22,33.22284698,32.95982742,1063.334839,23.79179382,75.83726501,18.04403687,463.8883667,0.299431458,37142.96316,30858.36634,1.97E-05,9.58E-05,9.58E+01,0.005653405,5653.404899,22,33.22284698,32.95982742,1063.334839,23.79179382,75.83726501,18.04403687,463.8883667,0.271342199,37587.88185,30845.29323,3.15E-05,9.58E-05,9.58E+01,0.005653405,5653.404899,534070.7511,9.380864334,5928.471449,5403.265242,5403.265242,314.82673473
70,33.38546753,35.80550003,1063.669556,66.46757507,76.10357666,18.33190727,535.7359009,0.254321959,43250.53414,30989.25247,2.81E-05,0.000115422,1.15E+02,0.005656965,5656.964622,70,33.38546753,35.80550003,1063.669556,66.46757507,76.10357666,18.33190727,535.7359009,0.241899735,43602.84212,30960.5199,4.72E-05,0.000115422,1.15E+02,0.005656965,5656.964622,534070.7511,4.884448248,5944.168991,5674.177447,5674.177447,471.87756026
85,33.42891693,34.73413849,1062.976563,74.3175354,65.85812378,40.0849762,520.2437134,0.25207884,41982.92617,30999.90867,3.04E-05,0.00011811,1.18E+02,0.005649596,5649.595867,85,33.42891693,34.73413849,1062.976563,74.3175354,65.85812378,40.0849762,520.2437134,0.241186923,42278.76514,30986.43218,5.00E-05,0.00011811,1.18E+02,0.005649596,5649.595867,534070.7511,4.320837399,5639.369913,5413.502265,5413.502265,499.76666038
78,33.44670868,35.6530571,1063.658203,74.5615387,76.10292816,17.89356232,538.7456665,0.248896371,43681.15956,31011.7785,2.95E-05,0.000117508,1.18E+02,0.005656844,5656.843864,78,33.44670868,35.6530571,1063.658203,74.5615387,76.10292816,17.89356232,538.7456665,0.237703269,43999.81335,30989.65042,4.96E-05,0.000117508,1.18E+02,0.005656844,5656.843864,534070.7511,4.497093199,5834.154637,5590.077979,5590.077979,495.60214005
1,33.69790268,34.61287689,1062.895386,37.4390564,56.14788818,23.06721687,263.7931519,0.305313398,22539.0229,30749.57242,1.31E-05,6.81E-05,6.81E+01,0.005648733,5648.733008,1,33.69790268,34.61287689,1062.895386,37.4390564,56.14788818,23.06721687,263.7931519,0.263757582,22722.71737,30732.45904,1.85E-05,6.81E-05,6.81E+01,0.005648733,5648.733008,534070.7511,13.61087187,5006.939099,4341.832908,4341.832908,185.40888273
96,33.70464706,23.57669067,1063.030762,74.49440765,75.64575195,70.61688232,535.5087891,0.228666399,40791.56188,31156.15115,3.44E-05,0.00012835,1.28E+02,0.005650172,5650.172005,96,33.70464706,23.57669067,1063.030762,74.49440765,75.64575195,70.61688232,535.5087891,0.221848217,41013.84584,31155.0218,6.12E-05,0.00012835,1.28E+02,0.005650172,5650.172005,534070.7511,2.981715465,3459.639474,3365.554624,3365.554624,612.05178874
74,33.827034,32.44309235,1062.457764,69.0456543,73.40180206,32.12556458,519.1251221,0.256694985,41696.24991,31003.02417,2.84E-05,0.000116177,1.16E+02,0.005644083,5644.082501,74,33.827034,32.44309235,1062.457764,69.0456543,73.40180206,32.12556458,519.1251221,0.244409966,41995.53961,30972.25851,4.87E-05,0.000116177,1.16E+02,0.005644083,5644.082501,534070.7511,4.785843052,5409.446988,5166.445927,5166.445927,487.49799764
86,34.08348083,35.80268478,1063.674194,74.60128021,76.10491943,19.97633934,539.2530518,0.248187196,43551.37943,31001.91125,2.94E-05,0.00011804,1.18E+02,0.005657014,5657.013955,86,34.08348083,35.80268478,1063.674194,74.60128021,76.10491943,19.97633934,539.2530518,0.237338381,43857.20345,30971.10386,5.05E-05,0.00011804,1.18E+02,0.005657014,5657.013955,534070.7511,4.371222558,5943.371735,5700.659696,5700.659696,505.26671589
65,34.11658478,12.08047962,1051.151855,69.69319153,75.91439819,67.6653595,417.5082092,0.275535304,35785.05465,31263.2934,2.43E-05,0.000109722,1.10E+02,0.005524601,5524.601111,65,34.11658478,12.08047962,1051.151855,69.69319153,75.91439819,67.6653595,417.5082092,0.258933511,36068.55305,31262.44618,4.07E-05,0.000109722,1.10E+02,0.005524601,5524.601111,534070.7511,6.025286956,2028.588594,1913.870818,1913.870818,406.87031356
95,34.52173233,35.79132843,1063.673828,74.54828644,76.10287476,66.5198822,533.7554932,0.230809893,41316.48129,31073.48042,3.53E-05,0.00012729,1.27E+02,0.00565701,5657.010062,95,34.52173233,35.79132843,1063.673828,74.54828644,76.10287476,66.5198822,533.7554932,0.223800231,41516.30666,31050.51804,6.33E-05,0.00012729,1.27E+02,0.00565701,5657.010062,534070.7511,3.036985019,5457.330126,5302.41242,5302.41242,632.88979524
39,34.71058655,35.51971817,1063.651367,18.96275711,76.09990692,23.1095314,538.5192871,0.272035861,42583.44289,30899.72162,2.50E-05,0.000106593,1.07E+02,0.005656771,5656.771153,39,34.71058655,35.51971817,1063.651367,18.96275711,76.09990692,23.1095314,538.5192871,0.254472997,43002.23918,30882.81224,4.00E-05,0.000106593,1.07E+02,0.005656771,5656.771153,534070.7511,6.456083977,6497.616658,6106.268811,6106.268811,400.44852237
84,34.79367065,33.16881561,1059.32312,61.77732086,71.62513733,48.45619965,527.4829102,0.249387299,41841.72154,31013.27667,3.09E-05,0.000119082,1.19E+02,0.005610827,5610.827363,84,34.79367065,33.16881561,1059.32312,61.77732086,71.62513733,48.45619965,527.4829102,0.239178078,42127.43613,31003.90533,5.35E-05,0.000119082,1.19E+02,0.005610827,5610.827363,534070.7511,4.093721278,5537.094509,5327.716325,5327.716325,535.31979639
31,34.85629272,35.67019653,1054.70752,37.90128708,76.08870697,21.31171417,462.3250732,0.295441023,37178.5033,30888.21469,2.21E-05,9.93E-05,9.93E+01,0.00556204,5562.039764,31,34.85629272,35.67019653,1054.70752,37.90128708,76.08870697,21.31171417,462.3250732,0.270170127,37601.39182,30873.47,3.47E-05,9.93E-05,9.93E+01,0.00556204,5562.039764,534070.7511,8.553617896,6648.116838,6112.480678,6112.480678,346.63963017
72,35.07688141,35.80158997,1063.62561,66.71429443,76.08905029,17.96372986,538.9708862,0.252891869,43484.5268,30977.93945,2.92E-05,0.000115859,1.16E+02,0.005656497,5656.497191,72,35.07688141,35.80158997,1063.62561,66.71429443,76.08905029,17.96372986,538.9708862,0.240800537,43823.71594,30967.59591,5.10E-05,0.000115859,1.16E+02,0.005656497,5656.497191,534070.7511,4.781226064,6225.160983,5949.601527,5949.601527,509.68152155
61,35.18384933,34.32276154,1063.674194,74.57469177,75.97863007,22.98049927,480.543396,0.272955968,39719.03785,30976.65959,2.66E-05,0.000110211,1.10E+02,0.005657014,5657.013955,61,35.18384933,34.32276154,1063.674194,74.57469177,75.97863007,22.98049927,480.543396,0.25538826,40081.07983,30971.99066,4.51E-05,0.000110211,1.10E+02,0.005657014,5657.013955,534070.7511,6.436095934,6174.952418,5803.360714,5803.360714,450.86105449
38,35.3509407,19.15843582,1063.607056,21.23114395,76.10484314,18.06079865,539.0557251,0.272403865,42649.51428,31044.53815,2.31E-05,0.00010607,1.06E+02,0.0056563,5656.299848,38,35.3509407,19.15843582,1063.607056,21.23114395,76.10484314,18.06079865,539.0557251,0.254469214,43092.3052,30976.23696,3.93E-05,0.00010607,1.06E+02,0.0056563,5656.299848,534070.7511,6.583846057,3585.277112,3362.86364,3362.86364,392.81061748
3,35.41864014,35.40882111,1063.67395,74.59957886,76.0837326,18.30914116,129.861084,0.276259252,15716.59531,30750.30452,1.21E-05,5.87E-05,5.87E+01,0.005657011,5657.01136,3,35.41864014,35.40882111,1063.67395,74.59957886,76.0837326,18.30914116,129.861084,0.243820678,15805.50007,30729.80372,1.60E-05,5.87E-05,5.87E+01,0.005657011,5657.01136,534070.7511,11.74207709,4067.831193,3599.123032,3599.123032,159.91332469
55,35.477211,35.80050278,1063.671143,45.29143906,76.10491943,23.77503014,537.3911133,0.262425836,42526.3952,30952.29027,2.79E-05,0.000112262,1.12E+02,0.005656982,5656.981502,55,35.477211,35.80050278,1063.671143,45.29143906,76.10491943,23.77503014,537.3911133,0.248520825,42849.91526,30930.24664,4.70E-05,0.000112262,1.12E+02,0.005656982,5656.981502,534070.7511,5.29864406,6458.321496,6137.15162,6137.15162,469.84078060
100,35.52217865,35.76311493,1063.674194,74.59951019,76.10491943,75.39172363,539.24646,0.226750802,39401.96909,31110.9225,3.79E-05,0.000130009,1.30E+02,0.005657014,5657.013955,100,35.52217865,35.76311493,1063.674194,74.59951019,76.10491943,75.39172363,539.24646,0.220229829,39656.02096,31096.82251,6.78E-05,0.000130009,1.30E+02,0.005657014,5657.013955,534070.7511,2.875832271,5386.392116,5247.137486,5247.137486,677.53231285
91,35.55321884,35.54241562,1063.618774,73.0488205,76.10222626,37.92932892,523.56073,0.249474047,41864.64773,31029.48959,3.23E-05,0.000119323,1.19E+02,0.005656424,5656.424482,91,35.55321884,35.54241562,1063.618774,73.0488205,76.10222626,37.92932892,523.56073,0.238897496,42118.02846,30994.85225,5.43E-05,0.000119323,1.19E+02,0.005656424,5656.424482,534070.7511,4.239539503,6068.216539,5825.256608,5825.256608,543.06430611
51,35.58274841,35.80385971,1063.67395,39.75058746,76.10202026,19.70194817,536.1219482,0.266507267,42533.06215,30962.91872,2.69E-05,0.000110002,1.10E+02,0.005657011,5657.01136,51,35.58274841,35.80385971,1063.67395,39.75058746,76.10202026,19.70194817,536.1219482,0.25099593,42916.31298,30924.3994,4.60E-05,0.000110002,1.10E+02,0.005657011,5657.01136,534070.7511,5.820230506,6580.538868,6221.52211,6221.52211,459.79271423
79,35.5931015,35.78233337,1063.674194,74.60064697,76.0558548,17.91133881,539.2530518,0.248757848,43691.16937,31004.26739,3.07E-05,0.000117587,1.18E+02,0.005657014,5657.013955,79,35.5931015,35.78233337,1063.674194,74.60064697,76.0558548,17.91133881,539.2530518,0.237564882,44007.70404,30987.58184,5.28E-05,0.000117587,1.18E+02,0.005657014,5657.013955,534070.7511,4.499542637,6227.556075,5967.243033,5967.243033,527.81827683
90,35.63173294,34.18969727,1063.674072,73.28656769,76.10275269,29.78934669,538.2057495,0.246311202,42871.4577,31020.17094,3.22E-05,0.000119725,1.20E+02,0.005657013,5657.012657,90,35.63173294,34.18969727,1063.674072,73.28656769,76.10275269,29.78934669,538.2057495,0.236177806,43177.92245,31009.29282,5.51E-05,0.000119725,1.20E+02,0.005657013,5657.012657,534070.7511,4.114062183,5844.150303,5622.725482,5622.725482,550.94247989
77,35.64580154,31.74088287,1063.674194,74.60118103,76.02624512,21.12313461,530.8080444,0.251807086,42910.94537,31021.03297,3.02E-05,0.000117061,1.17E+02,0.005657014,5657.013955,77,35.64580154,31.74088287,1063.674194,74.60118103,76.02624512,21.12313461,530.8080444,0.239944451,43246.73497,31018.50129,5.23E-05,0.000117061,1.17E+02,0.005657014,5657.013955,534070.7511,4.711001441,5551.448284,5310.359951,5310.359951,522.79349105
80,35.65274048,35.34455872,1063.674072,74.59384155,76.10453796,17.89281654,539.2530518,0.248744917,43684.72455,31003.2105,3.13E-05,0.000117589,1.18E+02,0.005657013,5657.012657,80,35.65274048,35.34455872,1063.674072,74.59384155,76.10453796,17.89281654,539.2530518,0.237585353,44006.60304,30975.07673,5.25E-05,0.000117589,1.18E+02,0.005657013,5657.012657,534070.7511,4.486348313,6160.793118,5903.357137,5903.357137,524.62633274
94,35.70377731,31.99163055,1061.764038,73.64722443,74.77435303,74.5559845,506.5334473,0.237677405,40456.48345,31094.35388,3.54E-05,0.00012472,1.25E+02,0.005636714,5636.714362,94,35.70377731,31.99163055,1061.764038,73.64722443,74.77435303,74.5559845,506.5334473,0.229568184,40633.0021,31052.15809,6.17E-05,0.00012472,1.25E+02,0.005636714,5636.714362,534070.7511,3.411860174,5142.473544,4974.465053,4974.465053,616.82828089
71,35.71976471,35.72618103,1048.785889,65.77719879,76.02313232,18.04009438,538.9950562,0.252687837,43275.27659,30974.21306,3.02E-05,0.000115667,1.16E+02,0.005499759,5499.759205,71,35.71976471,35.72618103,1048.785889,65.77719879,76.02313232,18.04009438,538.9950562,0.240529515,43593.78466,30943.48303,5.01E-05,0.000115667,1.16E+02,0.005499759,5499.759205,534070.7511,4.811597513,6305.19297,6020.869855,6020.869855,501.09741398
88,35.74273682,35.80503845,1063.674194,74.60092163,76.10491943,23.01016617,539.2526245,0.247392717,43319.97571,31018.65642,3.14E-05,0.000118695,1.19E+02,0.005657014,5657.013955,88,35.74273682,35.80503845,1063.674194,74.60092163,76.10491943,23.01016617,539.2526245,0.236835054,43598.25418,31004.87444,5.45E-05,0.000118695,1.19E+02,0.005657014,5657.013955,534070.7511,4.267572111,6198.309315,5951.497603,5951.497603,545.04235202
63,35.75043488,35.44807434,1063.629517,54.32688141,75.86048889,29.75695419,533.1340332,0.258056073,42248.49639,30968.29828,2.91E-05,0.000114857,1.15E+02,0.005656539,5656.538747,63,35.75043488,35.44807434,1063.629517,54.32688141,75.86048889,29.75695419,533.1340332,0.245461847,42561.96427,30957.43415,5.00E-05,0.000114857,1.15E+02,0.005656539,5656.538747,534070.7511,4.880422186,6317.585875,6030.454973,6030.454973,500.22668462
67,35.76747513,30.40007973,1060.939941,34.34289932,76.10491943,61.52167511,538.6558838,0.248193748,42446.26319,31018.87914,3.14E-05,0.000118232,1.18E+02,0.005627968,5627.967792,67,35.76747513,30.40007973,1060.939941,34.34289932,76.10491943,61.52167511,538.6558838,0.238410063,42695.24839,30999.33329,5.33E-05,0.000118232,1.18E+02,0.005627968,5627.967792,534070.7511,3.941954601,5229.804085,5036.772471,5036.772471,532.97301876
4,35.7707901,35.76239014,1063.662964,71.57622528,76.07038116,18.84265709,149.249527,0.283196538,16827.62854,30756.43206,1.22E-05,6.10E-05,6.10E+01,0.005656895,5656.894505,4,35.7707901,35.76239014,1063.662964,71.57622528,76.07038116,18.84265709,149.249527,0.24980636,16928.56438,30739.72563,1.68E-05,6.10E-05,6.10E+01,0.005656895,5656.894505,534070.7511,11.79046134,4401.708096,3893.2959,3893.2959,168.00297275
97,35.77329254,35.66182709,1063.673584,74.56559753,76.08887482,69.46247101,537.0584717,0.228349582,41016.50379,31086.00323,3.76E-05,0.000128403,1.28E+02,0.005657007,5657.007466,97,35.77329254,35.66182709,1063.673584,74.56559753,76.08887482,69.46247101,537.0584717,0.221662763,41206.3938,31081.84294,6.62E-05,0.000128403,1.28E+02,0.005657007,5657.007466,534070.7511,2.928325155,5555.501661,5404.925679,5404.925679,662.21366773
83,35.78745651,35.80552292,1063.674194,74.59647369,76.10491943,18.47814751,539.2530518,0.248548588,43663.00739,31013.18116,3.14E-05,0.000117716,1.18E+02,0.005657014,5657.013955,83,35.78745651,35.80552292,1063.674194,74.59647369,76.10491943,18.47814751,539.2530518,0.23747945,43972.23802,30988.87086,5.31E-05,0.000117716,1.18E+02,0.005657014,5657.013955,534070.7511,4.453510406,6259.230263,5999.262216,5999.262216,530.86143994
10,35.78755188,34.73626709,1063.576416,66.97891998,76.07933044,53.17406845,201.9479675,0.310743858,21690.38142,30818.98648,1.49E-05,7.50E-05,7.50E+01,0.005655974,5655.973963,10,35.78755188,34.73626709,1063.576416,66.97891998,76.07933044,53.17406845,201.9479675,0.278360335,21900.93696,30810.61101,2.18E-05,7.50E-05,7.50E+01,0.005655974,5655.973963,534070.7511,10.42129141,5334.07667,4800.680279,4800.680279,217.54320080
98,35.7882576,35.09158325,1063.427246,74.57525635,76.06690979,74.8516922,526.6792603,0.22965522,40525.18295,31092.79013,3.73E-05,0.000128072,1.28E+02,0.005654388,5654.387538,98,35.7882576,35.09158325,1063.427246,74.57525635,76.06690979,74.8516922,526.6792603,0.222651827,40738.67964,31075.6804,6.58E-05,0.000128072,1.28E+02,0.005654388,5654.387538,534070.7511,3.049525054,5467.779258,5313.520643,5313.520643,658.39390659
92,35.79639816,35.80486298,1063.674072,74.53302765,76.0252533,30.87949181,539.2437744,0.244905291,42898.96385,31006.61214,3.24E-05,0.000120368,1.20E+02,0.005657013,5657.012657,92,35.79639816,35.80486298,1063.674072,74.53302765,76.0252533,30.87949181,539.2437744,0.235053347,43193.94212,31014.2775,5.72E-05,0.000120368,1.20E+02,0.005657013,5657.012657,534070.7511,4.022756634,6114.048336,5888.963131,5888.963131,572.21816888
76,35.80033875,35.79616165,1063.674072,73.14115906,76.10134888,18.36519051,539.1539307,0.24942945,43616.10378,30998.33884,3.06E-05,0.000117362,1.17E+02,0.005657013,5657.012657,76,35.80033875,35.79616165,1063.674072,73.14115906,76.10134888,18.36519051,539.1539307,0.238126595,43931.22102,30995.48055,5.20E-05,0.000117362,1.17E+02,0.005657013,5657.012657,534070.7511,4.531483869,6277.153732,6014.037296,6014.037296,520.49875057
81,35.80041885,35.80552673,1063.674194,74.60128021,76.10491943,17.90116119,539.2318726,0.24870634,43698.21322,31013.15193,3.11E-05,0.000117589,1.18E+02,0.005657014,5657.013955,81,35.80041885,35.80552673,1063.674194,74.60128021,76.10491943,17.90116119,539.2318726,0.237532973,44033.99556,30976.78368,5.26E-05,0.000117589,1.18E+02,0.005657014,5657.013955,534070.7511,4.492594432,6267.994678,6005.830656,6005.830656,525.57728447
69,35.80498886,22.10945702,1063.630859,26.49393082,76.1048584,76.0847702,539.2460938,0.241987221,42955.3051,31089.05361,3.14E-05,0.000119768,1.20E+02,0.005656553,5656.553021,69,35.80498886,22.10945702,1063.630859,26.49393082,76.1048584,76.0847702,539.2460938,0.233304413,43185.31741,31087.04082,5.47E-05,0.000119768,1.20E+02,0.005656553,5656.553021,534070.7511,3.588126775,3738.737737,3614.107925,3614.107925,546.80709779
17,35.80527878,35.79068756,1063.674072,33.81399155,76.10462952,17.91898727,411.4194336,0.310498734,33479.18583,30844.03615,1.97E-05,9.04E-05,9.04E+01,0.005657013,5657.012657,17,35.80527878,35.79068756,1063.674072,33.81399155,76.10462952,17.91898727,411.4194336,0.277848119,33898.80215,30836.64951,3.03E-05,9.04E-05,9.04E+01,0.005657013,5657.012657,534070.7511,10.51553908,6828.868897,6148.2161,6148.2161,302.80368195
58,35.8053093,35.74750137,1063.674194,74.60115814,76.10491943,17.89232254,467.0198975,0.279510467,39091.95772,30945.96157,2.59E-05,0.000107189,1.07E+02,0.005657014,5657.013955,58,35.8053093,35.74750137,1063.674194,74.60115814,76.10491943,17.89232254,467.0198975,0.259599569,39436.24334,30936.94896,4.23E-05,0.000107189,1.07E+02,0.005657014,5657.013955,534070.7511,7.123489154,6645.622872,6198.439861,6198.439861,422.80070088
82,35.80541229,35.47038269,1063.674194,74.60128021,76.10491943,18.42222786,539.0377197,0.248619367,43659.39268,31019.43271,3.11E-05,0.000117674,1.18E+02,0.005657014,5657.013955,82,35.80541229,35.47038269,1063.674194,74.60128021,76.10491943,18.42222786,539.0377197,0.237581,43957.29091,30977.57557,5.28E-05,0.000117674,1.18E+02,0.005657014,5657.013955,534070.7511,4.439865964,6205.889999,5946.538363,5946.538363,528.25420080
