Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm]
3.3681159019470215,151.4938507080078,113.94353485107422,108.94452667236328,22.772197723388672,872.0848999023438,428.362548828125
-1.392728567123413,139.80331420898438,169.87796020507812,277.5099182128906,-0.8330987095832825,-0.7915072441101074,435.37548828125
21.672374725341797,115.56232452392578,-0.03196283429861069,89.87049865722656,18.849384307861328,758.65771484375,226.83453369140625
-2.6741409301757812,-1.6805163621902466,225.67462158203125,653.4899291992188,-3.0607528686523438,-11.710755348205566,455.5773010253906
19.481664657592773,59.043907165527344,141.57814025878906,151.2430877685547,-1.6464632749557495,338.58074951171875,539.2366333007812
-0.35918712615966797,209.1202392578125,116.26158905029297,113.17764282226562,24.792552947998047,979.5531616210938,394.8697204589844
-1.502366304397583,87.19086456298828,71.93614959716797,246.1110076904297,-0.8947599530220032,-2.6364433765411377,330.9884033203125
-0.05098109692335129,79.61894226074219,40.755889892578125,29.99138832092285,16.181926727294922,420.0322570800781,153.11459350585938
-1.5822546482086182,112.9636001586914,252.26385498046875,302.9752502441406,-0.6547470092773438,484.9136047363281,468.8457336425781
-0.4292392134666443,-2.3229007720947266,-0.15349285304546356,300.6260681152344,-1.9003312587738037,-7.392809867858887,74.42382049560547
-0.5143764615058899,16.856050491333008,219.78041076660156,262.5643615722656,-1.094515085220337,51.962345123291016,254.30760192871094
3.1762442588806152,186.57093811035156,59.582881927490234,205.3543243408203,0.9600114226341248,909.2265625,381.44140625
-2.2046639919281006,-0.22861994802951813,191.2703857421875,437.6272277832031,-3.2885591983795166,-3.983793020248413,723.4325561523438
-0.5487188100814819,177.6874237060547,148.52027893066406,215.23585510253906,20.094532012939453,659.203369140625,375.2315368652344
-3.2672646045684814,-4.820018768310547,96.42263793945312,833.8224487304688,-4.6774187088012695,-24.212753295898438,124.78974914550781
-6.108730792999268,-1.8610795736312866,-0.4488106966018677,770.9486694335938,-5.548401832580566,-19.3151912689209,362.9638366699219
-0.0803748294711113,159.80409240722656,31.468889236450195,67.16722869873047,84.62174224853516,964.051513671875,314.29351806640625
-1.2247884273529053,309.13873291015625,159.99720764160156,312.76458740234375,-1.09145987033844,623.8566284179688,597.296875
-2.414513111114502,-2.0799875259399414,168.61024475097656,589.04345703125,-2.5379185676574707,-11.29272174835205,214.05380249023438
-3.34244704246521,-2.495053768157959,121.09132385253906,625.4573364257812,-2.4743173122406006,-13.744083404541016,369.8365173339844
0.4704756736755371,269.69940185546875,122.64865112304688,69.10879516601562,76.99234771728516,1805.0025634765625,601.521240234375
49.98460388183594,292.174560546875,206.6431121826172,163.64019775390625,248.40455627441406,2025.0933837890625,614.1181640625
-2.5743651390075684,-3.3262994289398193,166.53570556640625,673.5410766601562,-3.256685733795166,-17.623470306396484,292.92242431640625
-1.0288676023483276,-3.094681739807129,52.52723693847656,478.0119323730469,-2.3408970832824707,-14.644210815429688,175.4755859375
-2.707674503326416,-0.32907307147979736,266.7655944824219,519.1998901367188,-1.6024210453033447,-2.6675174236297607,576.8836669921875
-0.9217838048934937,-0.737614095211029,55.10475540161133,142.38719177246094,-0.9739968180656433,-4.64757776260376,130.13050842285156
-1.2411924600601196,-1.2565432786941528,106.82575988769531,444.6429138183594,-2.053555965423584,-6.991165637969971,232.62893676757812
-2.3255484104156494,-0.1875419169664383,237.64759826660156,564.91162109375,-2.28731369972229,-4.766549587249756,518.9119262695312
-1.4175171852111816,234.8612518310547,104.99466705322266,245.1481475830078,-1.607533574104309,333.6094970703125,461.4286193847656
-0.5303646922111511,-0.7577755451202393,22.64885139465332,156.13070678710938,-0.7996644973754883,-3.6021547317504883,89.02823638916016
-0.5435253977775574,8.391551971435547,19.886560440063477,105.58824157714844,-0.5516881346702576,-1.5145227909088135,74.88976287841797
-2.7515928745269775,167.11387634277344,34.04209518432617,459.3501281738281,-2.5742080211639404,123.16073608398438,549.5731811523438
-0.11070474237203598,-1.1869174242019653,240.2761688232422,382.5605163574219,-1.872815489768982,-4.356311321258545,250.0086212158203
-1.6951061487197876,173.04052734375,251.9969940185547,464.8091735839844,-0.721532940864563,642.0654907226562,623.4401245117188
-0.24723100662231445,-4.682370662689209,209.45143127441406,604.9526977539062,-4.602992057800293,-19.854761123657227,353.0434875488281
-0.4393945634365082,-0.019817117601633072,29.06049156188965,87.41112518310547,-0.40400180220603943,-0.3043401539325714,119.75314331054688
-3.8646485805511475,-3.3819758892059326,552.3983764648438,957.6377563476562,-3.1521503925323486,-20.142297744750977,373.3116760253906
-0.7102522850036621,-4.102108001708984,102.42461395263672,476.6390075683594,-3.1176791191101074,-17.17898941040039,-1.387682557106018
-2.284681558609009,263.47894287109375,144.94151306152344,297.7001647949219,-1.3844159841537476,567.462646484375,467.17913818359375
-0.47034433484077454,98.0381088256836,178.53656005859375,220.89122009277344,-1.0201479196548462,635.9990844726562,380.630615234375
-3.313760280609131,72.53670501708984,290.7083740234375,640.3623657226562,-2.620109796524048,-1.42383873462677,804.6806640625
-0.7933881282806396,274.0384826660156,161.08306884765625,285.7309875488281,16.624958038330078,930.439697265625,537.3145141601562
-1.9535075426101685,-1.1269625425338745,144.51065063476562,427.9324645996094,-1.9524075984954834,-7.56035852432251,335.91058349609375
-0.8649336695671082,215.8757781982422,170.3472137451172,209.4783477783203,-0.8540562987327576,199.18551635742188,458.04364013671875
-0.40138673782348633,-0.018753141164779663,29.1097354888916,72.5429458618164,-0.3126560151576996,-0.5558156967163086,86.2257308959961
-2.280041217803955,-4.944982051849365,7.115930557250977,882.9304809570312,-4.64000940322876,-25.801387786865234,227.3074493408203
-0.5715641379356384,148.42005920410156,92.36431121826172,115.22250366210938,-0.23414134979248047,586.151123046875,338.721435546875
-2.476613759994507,-1.5317165851593018,147.76211547851562,529.7192993164062,-2.518751859664917,-8.178922653198242,364.2522277832031
-0.04913469776511192,178.135498046875,101.7875747680664,70.3442153930664,5.048954963684082,864.8626708984375,353.8480529785156
-0.8909705281257629,73.09276580810547,67.63414001464844,141.84893798828125,-0.39657795429229736,187.33544921875,259.9858093261719
-0.694672167301178,247.95863342285156,171.18423461914062,215.9963836669922,-0.2125825136899948,934.80810546875,520.3672485351562
-1.197226643562317,141.0720977783203,206.5320587158203,290.781982421875,-1.0986568927764893,323.8136291503906,573.66552734375
-1.0837754011154175,-2.8126986026763916,73.25077819824219,330.6288146972656,-2.391092538833618,-10.427054405212402,140.73976135253906
-0.017510438337922096,207.46670532226562,55.77643585205078,29.510282516479492,109.75719451904297,1199.9844970703125,446.1465148925781
22.531652450561523,226.43353271484375,74.7951431274414,98.60628509521484,117.52154541015625,1667.2030029296875,512.8514404296875
-0.5199965238571167,194.28062438964844,150.96356201171875,243.8772430419922,89.65084075927734,1226.14892578125,654.259521484375
-2.049861431121826,-4.890439510345459,293.4911804199219,943.4295043945312,-3.355044364929199,-19.795085906982422,582.6143798828125
-1.436166763305664,62.844173431396484,244.114501953125,410.9489440917969,5.855645179748535,46.40838623046875,545.031005859375
-1.8740246295928955,-3.0613861083984375,167.67218017578125,795.8294067382812,-4.416314125061035,-9.031384468078613,381.3511962890625
-2.510199785232544,-2.897365093231201,198.63241577148438,579.5066528320312,-3.2535417079925537,-13.621338844299316,255.3826904296875
-2.22929048538208,-4.451801776885986,163.30697631835938,797.6963500976562,-3.1852474212646484,-19.17949104309082,222.4805145263672
-3.288180112838745,-8.982630729675293,385.94818115234375,1399.74462890625,-4.844484806060791,-43.531497955322266,-1.4222147464752197
-1.7746719121932983,179.91458129882812,200.0188751220703,325.6426086425781,-1.1373852491378784,352.01324462890625,560.2804565429688
-1.1901775598526,-0.7104922533035278,59.603919982910156,230.8074951171875,-0.7593965530395508,-4.09035062789917,165.3105926513672
-0.19215120375156403,144.3954620361328,61.01445388793945,61.92362976074219,-0.3029188811779022,686.4652709960938,293.2403869628906
-3.253207206726074,-2.0471599102020264,292.7051086425781,788.4057006835938,-2.2579851150512695,-11.385955810546875,605.3762817382812
-1.8309065103530884,-0.6763559579849243,276.5408020019531,478.7600402832031,-1.9909989833831787,-9.715250015258789,541.7816162109375
-1.9029780626296997,-2.1760828495025635,107.4253158569336,458.77471923828125,-2.4084219932556152,-12.004526138305664,213.46641540527344
-1.9984289407730103,-0.5797985196113586,70.64115142822266,326.8399658203125,-2.634354591369629,-6.419652938842773,291.2899475097656
-3.483475685119629,-2.607072591781616,88.37312316894531,789.7514038085938,-3.829270601272583,-22.960834503173828,114.00125885009766
-0.3498134911060333,100.18685150146484,41.757816314697266,47.130008697509766,-0.1334671974182129,382.2602233886719,184.52513122558594
-1.285719871520996,105.10318756103516,116.95972442626953,307.2380065917969,-0.537594735622406,7.105147361755371,351.5672607421875
22.453733444213867,296.11871337890625,100.11296081542969,97.614990234375,111.05860137939453,1756.0989990234375,579.661865234375
-1.673677921295166,-3.503247022628784,203.42730712890625,544.4063110351562,-2.4583792686462402,-12.281538963317871,161.69029235839844
-0.0958847776055336,45.16364669799805,30.87935447692871,16.825258255004883,7.9384870529174805,205.82997131347656,103.5166015625
-2.3427655696868896,-4.6653242111206055,200.27572631835938,843.3948364257812,-2.9194674491882324,-26.498544692993164,64.43798065185547
-1.1299331188201904,115.47756958007812,134.54833984375,243.8489990234375,-0.26269713044166565,191.57949829101562,283.68798828125
-2.2143921852111816,-1.133589506149292,114.19100189208984,585.66162109375,-3.1604669094085693,-8.078530311584473,262.3700256347656
-2.4462757110595703,-3.031909227371216,127.08501434326172,990.7472534179688,-6.041197776794434,-25.44710350036621,232.71412658691406
-1.6635252237319946,124.63571166992188,223.43411254882812,359.6526794433594,-1.4338477849960327,132.16644287109375,478.7337951660156
-0.26964542269706726,-0.0008827164419926703,28.986234664916992,56.78654861450195,-0.04152729734778404,-0.20214636623859406,79.36979675292969
-0.25681111216545105,181.59933471679688,96.66149139404297,46.08067321777344,105.49173736572266,768.2091674804688,326.1417236328125
40.85308074951172,-1.6695352792739868,265.6763916015625,466.10906982421875,-1.7750179767608643,49.738677978515625,344.75921630859375
-2.508850574493408,-0.9909317493438721,251.28237915039062,492.83935546875,-0.11947863548994064,-9.579626083374023,451.5888366699219
-1.210519790649414,13.39212417602539,50.567684173583984,260.5047302246094,-1.956939935684204,-6.334254741668701,263.5719909667969
-3.6065285205841064,-2.637265205383301,181.89324951171875,594.2691040039062,-3.6760082244873047,-14.22808837890625,359.67340087890625
-0.7419798374176025,-1.5037691593170166,65.4303970336914,337.84222412109375,-1.434435486793518,-9.021499633789062,180.2716522216797
-1.776814579963684,-2.969127655029297,63.618106842041016,494.5071105957031,-3.003203868865967,-14.988935470581055,121.72421264648438
-2.2033514976501465,-3.938746213912964,167.2152099609375,692.2348022460938,-6.183352470397949,-22.096220016479492,528.1038818359375
-2.4655325412750244,37.8930549621582,261.5056457519531,470.480712890625,-2.0616769790649414,-4.828970909118652,551.7381591796875
-0.13599470257759094,275.7674865722656,158.97201538085938,108.84320831298828,49.6599006652832,1466.9134521484375,522.8256225585938
-3.048100709915161,-4.404748916625977,179.81396484375,832.2034301757812,-4.200832843780518,-22.45479965209961,324.4461669921875
-0.29316362738609314,330.3118896484375,75.05492401123047,73.61384582519531,-0.7190346121788025,1426.8023681640625,476.9849548339844
-3.3147010803222656,-2.0492682456970215,227.64041137695312,729.1967163085938,-3.9785420894622803,-18.68008804321289,635.8421630859375
-2.4355320930480957,-0.4139302968978882,211.0065460205078,501.2484436035156,-2.2423012256622314,-3.6491317749023438,562.912841796875
56.33681106567383,-5.450960159301758,370.66082763671875,1081.6650390625,-4.614040851593018,-24.53325653076172,35.24006652832031
-1.407959222793579,148.3249053955078,136.69419860839844,214.3025665283203,-1.3195178508758545,625.3824462890625,509.2145690917969
-1.129374384880066,204.3914337158203,56.45167922973633,105.87553405761719,-0.5933875441551208,947.6356811523438,527.3005981445312
-2.818791389465332,-1.9957189559936523,152.9120330810547,643.0498657226562,-2.042090654373169,-12.889578819274902,370.0198059082031
-3.551997184753418,436.78509521484375,41.791011810302734,245.9053955078125,-3.0541210174560547,774.16845703125,674.3864135742188
